Date,FlightNum,FuelCost
7/9/21,UBE401,2619.83
7/9/21,UBE331,4017.71
7/9/21,ANA1087,1267.68
7/9/21,RYR8552,2178.11
7/9/21,MAS3633,159.96
7/9/21,AUA914,1024.81
7/9/21,LOT4062,1024.81
7/9/21,DLH7344,1024.81
7/9/21,AFR1267,1951.96
7/9/21,CES1698,1951.96
7/9/21,KQA3807,1951.96
7/9/21,KLM2125,1951.96
7/9/21,GLO5159,1951.96
7/9/21,DAL8565,1951.96
7/9/21,VLG1502,1952.99
7/9/21,IBE5088,1952.99
7/9/21,KLM1638,2052.25
7/9/21,CES1823,2052.25
7/9/21,CXA9676,2052.25
7/9/21,KQA1638,2052.25
7/9/21,GLO5577,2052.25
7/9/21,DAL9478,2052.25
7/9/21,CSN1360,2052.25
7/9/21,DLA8861,1292.51
7/9/21,UAL9693,1292.51
7/9/21,ANA6879,1292.51
7/9/21,DLH9497,1292.51
7/9/21,ACA7375,1292.51
7/9/21,UIA8701,169.64
7/9/21,MDA348,169.64
7/9/21,MDA370,400.96
7/9/21,MDA784,203.91
7/9/21,UIA8995,258.71
7/9/21,UIA8636,203.91
7/9/21,UIA8698,169.64
7/9/21,MDA368,400.96
7/9/21,FDX1283,713.32
7/9/21,SNJ127,1820.76
7/9/21,ANA2527,1820.76
7/9/21,CLG291,1276.52
7/9/21,H14410,498.85
7/9/21,FXT4386,498.85
7/9/21,A12386,498.85
7/9/21,BAV1212,754.09
7/9/21,SEJ74,652.15
7/9/21,OMA312,11916.66
7/9/21,BTK6872,414.72
7/9/21,SJV874,414.72
7/9/21,CHB6419,2620.84
7/9/21,CHB6325,1038.46
7/9/21,CXA8642,1183.39
7/9/21,CSN6359,2624.86
7/9/21,CHB6319,1369.69
7/9/21,CSN3839,1331.45
7/9/21,CHB6223,2665.05
7/9/21,LKE9638,2620.84
7/9/21,CSZ9727,1245.93
7/9/21,CES5830,2184.06
7/9/21,CQH6292,1534.33
7/9/21,CGH1039,1478.04
7/9/21,CSN6593,849.48
7/9/21,CSZ9333,1351
7/9/21,CSN8537,1430.04
7/9/21,CCA8302,1572.06
7/9/21,CSN8415,1931.41
7/9/21,CSN5139,1931.41
7/9/21,EPA6306,973.28
7/9/21,LKE9525,1462.64
7/9/21,CHH7032,1245.93
7/9/21,CHH7686,1433.68
7/9/21,CSH9566,1572.06
7/9/21,CSN6726,1245.93
7/9/21,CAO8435,41527.56
7/9/21,SJV875,414.72
7/9/21,WON1749,597.03
7/9/21,SJY83,414.72
7/9/21,SJV923,414.72
7/9/21,LNI347,414.72
7/9/21,AYY108,4821.46
7/9/21,CJT956,38828.79
7/9/21,EWG844,1964.81
7/9/21,RYR2813,1352.52
7/9/21,EWG32,764.32
7/9/21,RYR8804,4591.84
7/9/21,EWG756,1899.18
7/9/21,AUA8918,1899.18
7/9/21,EWG824,1050.29
7/9/21,RYR1404,2633.69
7/9/21,EWG,1284.24
7/9/21,EWG26,1284.24
7/9/21,EWG12,1269.03
7/9/21,ABR257,1970.56
7/9/21,VLG6228,3004.41
7/9/21,QTR5534,3004.41
7/9/21,IBE5630,3004.41
